submission_id,age,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,group,languages,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,task
5307,42,,Higher degree,71889,1679406120292,1679406048403,female,"virus, unreliable",English,60d7d5dc074e8bc367732eb6,6419b3dbadf1d637500bbd92,6419aa88c17f2fd3af1504ac,4,3912,reliability
5307,42,,Higher degree,71889,1679406120292,1679406048403,female,"virus, unreliable",English,60d7d5dc074e8bc367732eb6,6419b3dbadf1d637500bbd92,6419aa88c17f2fd3af1504ac,Democrat,1518,affiliation
5322,53,,Graduated College,91649,1679406631231,1679406539582,male,"beast, unreliable",English,5acbd426e734400001da85e4,6419b5bcfb43c637475f0522,6419aa88c17f2fd3af1504ac,"It would depend on the demographics especially income levels. More background is needed, but generally more policing and possibly more help for people. ",61064,solution
5322,53,,Graduated College,91649,1679406631231,1679406539582,male,"beast, unreliable",English,5acbd426e734400001da85e4,6419b5bcfb43c637475f0522,6419aa88c17f2fd3af1504ac,2,5988,reliability
5322,53,,Graduated College,91649,1679406631231,1679406539582,male,"beast, unreliable",English,5acbd426e734400001da85e4,6419b5bcfb43c637475f0522,6419aa88c17f2fd3af1504ac,neither,3638,affiliation
5293,27,,Graduated College,170846,1679404822539,1679404651693,female,"beast, reliable",English,5df79c9c53b56e52d7bf97a8,6419ae64eb85a74d54a0d0ff,6419aa88c17f2fd3af1504ac,Addison needs to identify what type of crime and which neighborhoods are being impacted the most. The current statement seems like fear mongering and doesn't hint at any solutions. ,123871,solution
5293,27,,Graduated College,170846,1679404822539,1679404651693,female,"beast, reliable",English,5df79c9c53b56e52d7bf97a8,6419ae64eb85a74d54a0d0ff,6419aa88c17f2fd3af1504ac,2,3382,reliability
5293,27,,Graduated College,170846,1679404822539,1679404651693,female,"beast, reliable",English,5df79c9c53b56e52d7bf97a8,6419ae64eb85a74d54a0d0ff,6419aa88c17f2fd3af1504ac,Democrat,1962,affiliation
5303,48,,Graduated College,141754,1679405854866,1679405713112,male,"virus, unreliable",English,614a1d94af01496d0e613360,6419b28966ac4979ec3acdc2,6419aa88c17f2fd3af1504ac,"I'm not sure there really is a problem. The person seems a bit unhinged and unreliable, and without more information, I can't really make a judgment about what needs to change. I suspect that more community spirit and services would help in just about any situation.",92525,solution
5303,48,,Graduated College,141754,1679405854866,1679405713112,male,"virus, unreliable",English,614a1d94af01496d0e613360,6419b28966ac4979ec3acdc2,6419aa88c17f2fd3af1504ac,1,4948,reliability
5303,48,,Graduated College,141754,1679405854866,1679405713112,male,"virus, unreliable",English,614a1d94af01496d0e613360,6419b28966ac4979ec3acdc2,6419aa88c17f2fd3af1504ac,neither,2378,affiliation
5306,37,,Higher degree,48427,1679406045255,1679405996828,male,"beast, reliable",English ,6102d5e6ff92a8dd0cce6b8f,6419b3a7d6119c5ba553433d,6419aa88c17f2fd3af1504ac,Add more police.,25760,solution
5306,37,,Higher degree,48427,1679406045255,1679405996828,male,"beast, reliable",English ,6102d5e6ff92a8dd0cce6b8f,6419b3a7d6119c5ba553433d,6419aa88c17f2fd3af1504ac,5,5686,reliability
5306,37,,Higher degree,48427,1679406045255,1679405996828,male,"beast, reliable",English ,6102d5e6ff92a8dd0cce6b8f,6419b3a7d6119c5ba553433d,6419aa88c17f2fd3af1504ac,Republican,3019,affiliation
5316,32,,Graduated High-school,111825,1679406451953,1679406340128,male,"virus, unreliable",English,628b8ef9ef5432197c27bbc9,6419b4fdb3949c6a7b32fd60,6419aa88c17f2fd3af1504ac,Increase the presence of police around the city,82436,solution
5316,32,,Graduated High-school,111825,1679406451953,1679406340128,male,"virus, unreliable",English,628b8ef9ef5432197c27bbc9,6419b4fdb3949c6a7b32fd60,6419aa88c17f2fd3af1504ac,5,6342,reliability
5316,32,,Graduated High-school,111825,1679406451953,1679406340128,male,"virus, unreliable",English,628b8ef9ef5432197c27bbc9,6419b4fdb3949c6a7b32fd60,6419aa88c17f2fd3af1504ac,neither,2092,affiliation
5294,33,,Graduated College,77157,1679405254075,1679405176918,male,"beast, unreliable",English,5c8d42e6c6eef0001abd2d94,6419b070e75775785bc44e31,6419aa88c17f2fd3af1504ac,Open his world view a little broader and see what areas of low crime are doing in order to reduce it.,45685,solution
5294,33,,Graduated College,77157,1679405254075,1679405176918,male,"beast, unreliable",English,5c8d42e6c6eef0001abd2d94,6419b070e75775785bc44e31,6419aa88c17f2fd3af1504ac,4,3774,reliability
5294,33,,Graduated College,77157,1679405254075,1679405176918,male,"beast, unreliable",English,5c8d42e6c6eef0001abd2d94,6419b070e75775785bc44e31,6419aa88c17f2fd3af1504ac,Democrat,2525,affiliation
5299,24,,Graduated High-school,168153,1679405691490,1679405523337,female,"beast, unreliable",English,60fdbcf4dd778cc956ecd586,6419b1bb15deab423f369381,6419aa88c17f2fd3af1504ac,"Addison needs to invest in crime-prevention tactics, including working to help its citizens escape poverty.

",133356,solution
5299,24,,Graduated High-school,168153,1679405691490,1679405523337,female,"beast, unreliable",English,60fdbcf4dd778cc956ecd586,6419b1bb15deab423f369381,6419aa88c17f2fd3af1504ac,3,6505,reliability
5299,24,,Graduated High-school,168153,1679405691490,1679405523337,female,"beast, unreliable",English,60fdbcf4dd778cc956ecd586,6419b1bb15deab423f369381,6419aa88c17f2fd3af1504ac,Democrat,4151,affiliation
5310,37,,Graduated College,46699,1679406210332,1679406163633,male,"beast, reliable",English,5e833e342598d4053db08f1f,6419b450d3a1b73e508d0879,6419aa88c17f2fd3af1504ac,Have better policies of reporting crime and streetlights.,30392,solution
5310,37,,Graduated College,46699,1679406210332,1679406163633,male,"beast, reliable",English,5e833e342598d4053db08f1f,6419b450d3a1b73e508d0879,6419aa88c17f2fd3af1504ac,5,2531,reliability
5310,37,,Graduated College,46699,1679406210332,1679406163633,male,"beast, reliable",English,5e833e342598d4053db08f1f,6419b450d3a1b73e508d0879,6419aa88c17f2fd3af1504ac,Democrat,2548,affiliation
5317,52,Thank you.  ,Graduated College,91617,1679406504538,1679406412921,male,"beast, unreliable",English,63d4857d5c9e6f18b03027b3,6419b53f96e0e3ba893ace34,6419aa88c17f2fd3af1504ac,"Review crime statistics data to see what types of crime are increasing, then implement measures aimed at reducing those specific types of criminal activity.  ",58194,solution
5317,52,Thank you.  ,Graduated College,91617,1679406504538,1679406412921,male,"beast, unreliable",English,63d4857d5c9e6f18b03027b3,6419b53f96e0e3ba893ace34,6419aa88c17f2fd3af1504ac,4,4329,reliability
5317,52,Thank you.  ,Graduated College,91617,1679406504538,1679406412921,male,"beast, unreliable",English,63d4857d5c9e6f18b03027b3,6419b53f96e0e3ba893ace34,6419aa88c17f2fd3af1504ac,neither,2350,affiliation
5295,39,thanks,Higher degree,42938,1679405313004,1679405270066,male,"virus, unreliable",english,5e93738e5156380617967010,6419b0cfcfbc8877d7150478,6419aa88c17f2fd3af1504ac,form a neighborhood watch,23139,solution
5295,39,thanks,Higher degree,42938,1679405313004,1679405270066,male,"virus, unreliable",english,5e93738e5156380617967010,6419b0cfcfbc8877d7150478,6419aa88c17f2fd3af1504ac,3,3056,reliability
5295,39,thanks,Higher degree,42938,1679405313004,1679405270066,male,"virus, unreliable",english,5e93738e5156380617967010,6419b0cfcfbc8877d7150478,6419aa88c17f2fd3af1504ac,Republican,2249,affiliation
5304,50,,Graduated College,61007,1679405858696,1679405797689,male,"beast, reliable",english,614e030c522a450e5351f896,6419b2df1a30a7e2feeac1d4,6419aa88c17f2fd3af1504ac,investigate the cause of the crime.,26767,solution
5304,50,,Graduated College,61007,1679405858696,1679405797689,male,"beast, reliable",english,614e030c522a450e5351f896,6419b2df1a30a7e2feeac1d4,6419aa88c17f2fd3af1504ac,4,11544,reliability
5304,50,,Graduated College,61007,1679405858696,1679405797689,male,"beast, reliable",english,614e030c522a450e5351f896,6419b2df1a30a7e2feeac1d4,6419aa88c17f2fd3af1504ac,Democrat,2056,affiliation
5309,20,,Graduated High-school,76833,1679406173527,1679406096694,female,"virus, reliable",,611bdf574d8d2d7ceadd4ff9,6419b403c12cba93cb260ba9,6419aa88c17f2fd3af1504ac,They could increase jobs or try to supply work for youth in order to keep people out of trouble and disincentivize crime.,50768,solution
5309,20,,Graduated High-school,76833,1679406173527,1679406096694,female,"virus, reliable",,611bdf574d8d2d7ceadd4ff9,6419b403c12cba93cb260ba9,6419aa88c17f2fd3af1504ac,4,5258,reliability
5309,20,,Graduated High-school,76833,1679406173527,1679406096694,female,"virus, reliable",,611bdf574d8d2d7ceadd4ff9,6419b403c12cba93cb260ba9,6419aa88c17f2fd3af1504ac,neither,2503,affiliation
5320,24,,Graduated College,91234,1679406545535,1679406454301,female,"beast, unreliable",English,62f81bd31e8faa5b87e6ddb8,6419b56b909c35f87b150483,6419aa88c17f2fd3af1504ac,They need to see what is causing the rampant increase and crime and find a solution to it,56183,solution
5320,24,,Graduated College,91234,1679406545535,1679406454301,female,"beast, unreliable",English,62f81bd31e8faa5b87e6ddb8,6419b56b909c35f87b150483,6419aa88c17f2fd3af1504ac,4,3406,reliability
5320,24,,Graduated College,91234,1679406545535,1679406454301,female,"beast, unreliable",English,62f81bd31e8faa5b87e6ddb8,6419b56b909c35f87b150483,6419aa88c17f2fd3af1504ac,Democrat,3268,affiliation
5323,36,,Higher degree,83051,1679406627244,1679406544193,male,"virus, unreliable",English,5f04797c88d91307286d6379,6419b5c9047ddb2701ac8fd2,6419aa88c17f2fd3af1504ac,Addison should work to identify the causes of the crimes being committed and work on helping solve those social problems.,60182,solution
5323,36,,Higher degree,83051,1679406627244,1679406544193,male,"virus, unreliable",English,5f04797c88d91307286d6379,6419b5c9047ddb2701ac8fd2,6419aa88c17f2fd3af1504ac,3,5612,reliability
5323,36,,Higher degree,83051,1679406627244,1679406544193,male,"virus, unreliable",English,5f04797c88d91307286d6379,6419b5c9047ddb2701ac8fd2,6419aa88c17f2fd3af1504ac,neither,2516,affiliation
5297,28,,Graduated High-school,91149,1679405526962,1679405435813,male,"beast, unreliable",English,5acb88eb5cd1050001627d9e,6419b172aab334553ef9c537,6419aa88c17f2fd3af1504ac,Police need to be placed at placed of high crime.,60029,solution
5297,28,,Graduated High-school,91149,1679405526962,1679405435813,male,"beast, unreliable",English,5acb88eb5cd1050001627d9e,6419b172aab334553ef9c537,6419aa88c17f2fd3af1504ac,3,5677,reliability
5297,28,,Graduated High-school,91149,1679405526962,1679405435813,male,"beast, unreliable",English,5acb88eb5cd1050001627d9e,6419b172aab334553ef9c537,6419aa88c17f2fd3af1504ac,Democrat,2305,affiliation
5300,32,,Graduated High-school,128618,1679405720885,1679405592267,other,"beast, reliable",English,6153a30c062f3ec39d5e2b8b,6419b20d4046b831bade16d6,6419aa88c17f2fd3af1504ac,"Crime has been on the rise over the last three years almost everywhere, so Addison should focus on community outreach and education as well as improving access to resources and help to those in need of it. ",87706,solution
5300,32,,Graduated High-school,128618,1679405720885,1679405592267,other,"beast, reliable",English,6153a30c062f3ec39d5e2b8b,6419b20d4046b831bade16d6,6419aa88c17f2fd3af1504ac,1,5442,reliability
5300,32,,Graduated High-school,128618,1679405720885,1679405592267,other,"beast, reliable",English,6153a30c062f3ec39d5e2b8b,6419b20d4046b831bade16d6,6419aa88c17f2fd3af1504ac,Democrat,3369,affiliation
5301,22,,Graduated College,60255,1679405758834,1679405698579,female,"beast, unreliable",English,610acc01b58df647da9574bf,6419b278a2db5e200deb31c7,6419aa88c17f2fd3af1504ac,Maybe talk to the city counsel or the mayor at town hall.,30655,solution
5301,22,,Graduated College,60255,1679405758834,1679405698579,female,"beast, unreliable",English,610acc01b58df647da9574bf,6419b278a2db5e200deb31c7,6419aa88c17f2fd3af1504ac,6,4115,reliability
5301,22,,Graduated College,60255,1679405758834,1679405698579,female,"beast, unreliable",English,610acc01b58df647da9574bf,6419b278a2db5e200deb31c7,6419aa88c17f2fd3af1504ac,Democrat,2317,affiliation
5313,21,none,Graduated High-school,86326,1679406357146,1679406270820,female,"virus, unreliable",english,5f12f0a6da7448296725a476,6419b4b88a65946755801a96,6419aa88c17f2fd3af1504ac,to gather local people with similar opinions to make a statment,65555,solution
5313,21,none,Graduated High-school,86326,1679406357146,1679406270820,female,"virus, unreliable",english,5f12f0a6da7448296725a476,6419b4b88a65946755801a96,6419aa88c17f2fd3af1504ac,5,2669,reliability
5313,21,none,Graduated High-school,86326,1679406357146,1679406270820,female,"virus, unreliable",english,5f12f0a6da7448296725a476,6419b4b88a65946755801a96,6419aa88c17f2fd3af1504ac,neither,2525,affiliation
5302,24,,Graduated College,91901,1679405842120,1679405750219,male,"beast, unreliable",English ,6103049fc6f76dd9afd945a6,6419b1f027a61570916a3af5,6419aa88c17f2fd3af1504ac,It sounds like they have a bad problem,68097,solution
5302,24,,Graduated College,91901,1679405842120,1679405750219,male,"beast, unreliable",English ,6103049fc6f76dd9afd945a6,6419b1f027a61570916a3af5,6419aa88c17f2fd3af1504ac,3,4245,reliability
5302,24,,Graduated College,91901,1679405842120,1679405750219,male,"beast, unreliable",English ,6103049fc6f76dd9afd945a6,6419b1f027a61570916a3af5,6419aa88c17f2fd3af1504ac,neither,2076,affiliation
5315,44,,Graduated College,74611,1679406402373,1679406327762,female,"virus, unreliable",English,63f779382e81070cd6f77b5e,6419b4f28adb4694c982477e,6419aa88c17f2fd3af1504ac,It's impossible to say based on the information.  I would need to know what type of crime and who/what is being targeted.  There is no good answer based on what this person is saying.  ,57139,solution
5315,44,,Graduated College,74611,1679406402373,1679406327762,female,"virus, unreliable",English,63f779382e81070cd6f77b5e,6419b4f28adb4694c982477e,6419aa88c17f2fd3af1504ac,3,2936,reliability
5315,44,,Graduated College,74611,1679406402373,1679406327762,female,"virus, unreliable",English,63f779382e81070cd6f77b5e,6419b4f28adb4694c982477e,6419aa88c17f2fd3af1504ac,neither,3509,affiliation
5326,40,,Graduated College,83864,1679406702671,1679406618807,male,"virus, reliable",English,603e97154847faf7531b40b6,6419b6168baccf720d6b4b3a,6419aa88c17f2fd3af1504ac,Introduce more programs to help those who are impoverished. Introduce more mental health options for its citizens. Have a strong network of after-school programs for children. ,59627,solution
5326,40,,Graduated College,83864,1679406702671,1679406618807,male,"virus, reliable",English,603e97154847faf7531b40b6,6419b6168baccf720d6b4b3a,6419aa88c17f2fd3af1504ac,3,5591,reliability
5326,40,,Graduated College,83864,1679406702671,1679406618807,male,"virus, reliable",English,603e97154847faf7531b40b6,6419b6168baccf720d6b4b3a,6419aa88c17f2fd3af1504ac,Democrat,1872,affiliation
5327,26,,Graduated College,57277,1679406714452,1679406657175,male,"virus, reliable",english,5c17294778ee390001ab19e5,6419b63bd4312b9cb556e170,6419aa88c17f2fd3af1504ac,They need to step up law enforcement efforts particularly to fight violent crime. ,32882,solution
5327,26,,Graduated College,57277,1679406714452,1679406657175,male,"virus, reliable",english,5c17294778ee390001ab19e5,6419b63bd4312b9cb556e170,6419aa88c17f2fd3af1504ac,2,4467,reliability
5327,26,,Graduated College,57277,1679406714452,1679406657175,male,"virus, reliable",english,5c17294778ee390001ab19e5,6419b63bd4312b9cb556e170,6419aa88c17f2fd3af1504ac,neither,2239,affiliation
5305,26,,Graduated High-school,77526,1679405871079,1679405793553,male,"beast, unreliable",English,55cb7ae1fdf99b3c26ae4c6d,6419b2ddd4312b9cb556e115,6419aa88c17f2fd3af1504ac,"They could increase policing in certain areas, they can also try to look at what types of crimes are occurring and try to stop it at the source, for example if there's a lot of theft because people are lower income they could increase social programs and try to improve their economy.",57421,solution
5305,26,,Graduated High-school,77526,1679405871079,1679405793553,male,"beast, unreliable",English,55cb7ae1fdf99b3c26ae4c6d,6419b2ddd4312b9cb556e115,6419aa88c17f2fd3af1504ac,3,3693,reliability
5305,26,,Graduated High-school,77526,1679405871079,1679405793553,male,"beast, unreliable",English,55cb7ae1fdf99b3c26ae4c6d,6419b2ddd4312b9cb556e115,6419aa88c17f2fd3af1504ac,neither,2099,affiliation
5312,29,,Graduated High-school,93529,1679406253671,1679406160142,female,"beast, reliable",English,63d7ed1d2f69f62f4b9719bd,6419b44b39261ef8032c5bc7,6419aa88c17f2fd3af1504ac,"Make crimes punishable with no ""catch and realease"" If you commmit a crime you can't have bail",56949,solution
5312,29,,Graduated High-school,93529,1679406253671,1679406160142,female,"beast, reliable",English,63d7ed1d2f69f62f4b9719bd,6419b44b39261ef8032c5bc7,6419aa88c17f2fd3af1504ac,6,3715,reliability
5312,29,,Graduated High-school,93529,1679406253671,1679406160142,female,"beast, reliable",English,63d7ed1d2f69f62f4b9719bd,6419b44b39261ef8032c5bc7,6419aa88c17f2fd3af1504ac,Republican,1335,affiliation
5318,31,,Graduated College,98573,1679406519112,1679406420539,female,"beast, reliable",English,62d59a7b40c07da2c0a5b473,6419b54dcaedd1a20d2c5b31,6419aa88c17f2fd3af1504ac,"Addison needs to look at the root causes of the crimes that are being committed in the city. Is there rampant inequality, high unemployment rates, and divisions among its citizens?",72463,solution
5318,31,,Graduated College,98573,1679406519112,1679406420539,female,"beast, reliable",English,62d59a7b40c07da2c0a5b473,6419b54dcaedd1a20d2c5b31,6419aa88c17f2fd3af1504ac,3,4667,reliability
5318,31,,Graduated College,98573,1679406519112,1679406420539,female,"beast, reliable",English,62d59a7b40c07da2c0a5b473,6419b54dcaedd1a20d2c5b31,6419aa88c17f2fd3af1504ac,Democrat,2199,affiliation
5329,35,,Graduated College,153367,1679406731771,1679406578404,male,"beast, unreliable",English,5a9771d6873cda0001dc955e,6419b5e02e5306c4ef6b4b5c,6419aa88c17f2fd3af1504ac,Be more aware of the times crimes happen and add more law enforcement around that time.,47537,solution
5329,35,,Graduated College,153367,1679406731771,1679406578404,male,"beast, unreliable",English,5a9771d6873cda0001dc955e,6419b5e02e5306c4ef6b4b5c,6419aa88c17f2fd3af1504ac,2,4408,reliability
5329,35,,Graduated College,153367,1679406731771,1679406578404,male,"beast, unreliable",English,5a9771d6873cda0001dc955e,6419b5e02e5306c4ef6b4b5c,6419aa88c17f2fd3af1504ac,Democrat,2559,affiliation
5308,49,Thank you!,Graduated High-school,241992,1679406147610,1679405905618,male,"virus, reliable",English,61fa92365719bc09cb8349bf,6419b34815819c2eff42ce45,6419aa88c17f2fd3af1504ac,"In order to reduce crime, we must look at the root cause of what is causing the crime to begin with.  In some cases, violent crime can be prevented by increasing police presence in the community.  Response times are critical when situations escalate to become violent.  Increasing penalties for committing crimes can also be a deterrent.  ",199928,solution
5308,49,Thank you!,Graduated High-school,241992,1679406147610,1679405905618,male,"virus, reliable",English,61fa92365719bc09cb8349bf,6419b34815819c2eff42ce45,6419aa88c17f2fd3af1504ac,6,8987,reliability
5308,49,Thank you!,Graduated High-school,241992,1679406147610,1679405905618,male,"virus, reliable",English,61fa92365719bc09cb8349bf,6419b34815819c2eff42ce45,6419aa88c17f2fd3af1504ac,Republican,2819,affiliation
5314,23,,Graduated College,173052,1679406395691,1679406222639,male,"virus, unreliable",,5eb33aa7707f7e139357536b,6419b480270fe2df9c31dbdd,6419aa88c17f2fd3af1504ac,everyone should be aware about the crime.,134311,solution
5314,23,,Graduated College,173052,1679406395691,1679406222639,male,"virus, unreliable",,5eb33aa7707f7e139357536b,6419b480270fe2df9c31dbdd,6419aa88c17f2fd3af1504ac,7,7296,reliability
5314,23,,Graduated College,173052,1679406395691,1679406222639,male,"virus, unreliable",,5eb33aa7707f7e139357536b,6419b480270fe2df9c31dbdd,6419aa88c17f2fd3af1504ac,Democrat,5332,affiliation
5340,20,,Graduated College,235493,1679408369270,1679408133777,male,"beast, unreliable",English,611869f9306a8deb75864d71,6419bc002df615a85fe1b0fa,6419aa88c17f2fd3af1504ac,"One way to start would be to increase policing, that might help with the immediate problem. However, providing education and job training opportunities can help reduce crime by providing individuals with the skills and resources they need to become productive members of society.",197244,solution
5340,20,,Graduated College,235493,1679408369270,1679408133777,male,"beast, unreliable",English,611869f9306a8deb75864d71,6419bc002df615a85fe1b0fa,6419aa88c17f2fd3af1504ac,2,5774,reliability
5340,20,,Graduated College,235493,1679408369270,1679408133777,male,"beast, unreliable",English,611869f9306a8deb75864d71,6419bc002df615a85fe1b0fa,6419aa88c17f2fd3af1504ac,Democrat,2896,affiliation
5311,27,,Graduated College,63283,1679406218681,1679406155398,male,"beast, reliable",English,537cc438fdf99b2274df9aae,6419b441045c718d2a857639,6419aa88c17f2fd3af1504ac,Arrest criminals and aid in social programs so people who may commit crimes do not need to do so.,42390,solution
5311,27,,Graduated College,63283,1679406218681,1679406155398,male,"beast, reliable",English,537cc438fdf99b2274df9aae,6419b441045c718d2a857639,6419aa88c17f2fd3af1504ac,3,4084,reliability
5311,27,,Graduated College,63283,1679406218681,1679406155398,male,"beast, reliable",English,537cc438fdf99b2274df9aae,6419b441045c718d2a857639,6419aa88c17f2fd3af1504ac,neither,2625,affiliation
5335,27,,Graduated College,93733,1679406835955,1679406742222,male,"beast, reliable",English ,63386db00f7528f25101593c,6419b68179e34c70dfd493fa,6419aa88c17f2fd3af1504ac,Reduce violent crime,70141,solution
5335,27,,Graduated College,93733,1679406835955,1679406742222,male,"beast, reliable",English ,63386db00f7528f25101593c,6419b68179e34c70dfd493fa,6419aa88c17f2fd3af1504ac,4,3970,reliability
5335,27,,Graduated College,93733,1679406835955,1679406742222,male,"beast, reliable",English ,63386db00f7528f25101593c,6419b68179e34c70dfd493fa,6419aa88c17f2fd3af1504ac,Democrat,2457,affiliation
5338,21,,Graduated High-school,94783,1679407446287,1679407351504,female,"beast, reliable",English,60ff14447c38fffbd9fd6554,6419b8ed2374c96e8d260b89,6419aa88c17f2fd3af1504ac,"Addison needs to figure out what is the cause to the crime rising in the past three years, it can’t just be a coincidence. Find the cause, have the effect, and figure out a soultion.",70948,solution
5338,21,,Graduated High-school,94783,1679407446287,1679407351504,female,"beast, reliable",English,60ff14447c38fffbd9fd6554,6419b8ed2374c96e8d260b89,6419aa88c17f2fd3af1504ac,6,4354,reliability
5338,21,,Graduated High-school,94783,1679407446287,1679407351504,female,"beast, reliable",English,60ff14447c38fffbd9fd6554,6419b8ed2374c96e8d260b89,6419aa88c17f2fd3af1504ac,Democrat,2712,affiliation
5319,29,,Higher degree,52971,1679406533822,1679406480851,female,"beast, reliable",English,5ec3f446aa5afd2881e19363,6419b5899317fc1c391bb85a,6419aa88c17f2fd3af1504ac,Invest in education and social services. ,29044,solution
5319,29,,Higher degree,52971,1679406533822,1679406480851,female,"beast, reliable",English,5ec3f446aa5afd2881e19363,6419b5899317fc1c391bb85a,6419aa88c17f2fd3af1504ac,3,4606,reliability
5319,29,,Higher degree,52971,1679406533822,1679406480851,female,"beast, reliable",English,5ec3f446aa5afd2881e19363,6419b5899317fc1c391bb85a,6419aa88c17f2fd3af1504ac,Democrat,1754,affiliation
5325,26,,Graduated College,116089,1679406701338,1679406585249,male,"virus, unreliable",English,6400e50a193a6c4d6ebfd526,6419b5c29d5e144e712c5b7d,6419aa88c17f2fd3af1504ac,Petition his local government to take action. ,31317,solution
5325,26,,Graduated College,116089,1679406701338,1679406585249,male,"virus, unreliable",English,6400e50a193a6c4d6ebfd526,6419b5c29d5e144e712c5b7d,6419aa88c17f2fd3af1504ac,2,2872,reliability
5325,26,,Graduated College,116089,1679406701338,1679406585249,male,"virus, unreliable",English,6400e50a193a6c4d6ebfd526,6419b5c29d5e144e712c5b7d,6419aa88c17f2fd3af1504ac,Republican,1374,affiliation
5332,31,,Graduated High-school,62272,1679406779445,1679406717173,female,"virus, unreliable",english,5aeab6e39e185a0001b9e272,6419b677cd396d50897bca17,6419aa88c17f2fd3af1504ac,"Determine what s causing the increase, then stop it.",24386,solution
5332,31,,Graduated High-school,62272,1679406779445,1679406717173,female,"virus, unreliable",english,5aeab6e39e185a0001b9e272,6419b677cd396d50897bca17,6419aa88c17f2fd3af1504ac,5,3302,reliability
5332,31,,Graduated High-school,62272,1679406779445,1679406717173,female,"virus, unreliable",english,5aeab6e39e185a0001b9e272,6419b677cd396d50897bca17,6419aa88c17f2fd3af1504ac,Democrat,2654,affiliation
5337,59,,Higher degree,137709,1679406866860,1679406729151,female,"virus, reliable",English,5a889897b093f80001a7f1e2,6419b67db557d2caacf9c51a,6419aa88c17f2fd3af1504ac,"Find ways to help people with food, shelter, and mental health needs.  ",88271,solution
5337,59,,Higher degree,137709,1679406866860,1679406729151,female,"virus, reliable",English,5a889897b093f80001a7f1e2,6419b67db557d2caacf9c51a,6419aa88c17f2fd3af1504ac,4,8162,reliability
5337,59,,Higher degree,137709,1679406866860,1679406729151,female,"virus, reliable",English,5a889897b093f80001a7f1e2,6419b67db557d2caacf9c51a,6419aa88c17f2fd3af1504ac,neither,7293,affiliation
